id,order_id,quantity,price_usd,subtotal,product_name,description,status,payment_method,is_premium,created_at,updated_at,customer_notes,internal_notes,discount_rate,transaction_hash,customer_id,warehouse_id
38,ORD-000038,94,1000.44,94041.36,nIvyZFZZuNrwxoPuUCZTTxkQcCEhevawsqxAYrJBvrOVs jyoauxBQQTpddunfjnqdBGXaQSkvCwBmqycdbmkUpXilIdcKMCNl PodoEEwdGFUWVUho DftGBpWysONA ZarHYEJVEHDh aMnhUTQZsCZhBGUySimDxypxttYIdVN KMkANgGPBvBXfwmO,Product 38,PROCESSING,CRYPTO,True,2025-04-22 07:49:56.461136,2025-05-07 16:49:56.461136,NO DATA,Internal 38,0.3784,TXN-38-31724,59.0,4.0
39,ORD-000039,38,4640.53,176340.14,f kavSlZWeeRWQeChPURRDvDSXXmyhIgHYbijyRdLQZqoQCHcVoyxrnHxA,Product 39,SHIPPED,BANK,Y,2025-06-22 07:49:56.461159,2025-06-25 14:49:56.461159,Note 39,,0.3745,TXN-39-70656,66.0,1.0
40,ORD-000040,9,1602.71,14424.39,dEt OHiRlnBvBTYKvhFKjXPFHreUCiEPBuIOBhQIzWuOZbgygzhDuGmoLJTJGycLcAyGTPT ksxQxNOSIUfrHKOxVsIBGJNBLoctAlZqqzcWfimIrcv gHuXCdbHUxxcUmZQHsBnZEpW RwTYRdlhqlAJUsYtLi,Product 40,PROCESSING,CRYPTO,False,2026-01-23 07:49:56.461186,2026-02-14 00:49:56.461186,-,,0.0684,TXN-40-21629,43.0,5.0
41,ORD-000041,91,3309.78,301189.98,iRmpt tDHnnwuYWpQSLuMsHspeHoXXgdaaiiBeDdSp mOSJuVLnDKQpNgQTCpHmkXRwTsXbMFLjDjtyFuwxehqumjYbQShLlGCd MZDVzGazxdhqRgpGlPsyTWxqUtcDnNudENMIVHsOHzxTneGbXZWDajQsMZSPopKUvhCCE,Product 41,SHIPPED,CRYPTO,False,2025-11-18 07:49:56.461217,2025-11-21 02:49:56.461217,N/A,Internal 41,0.3656,TXN-41-20969,48.0,
42,ORD-000042,75,4147.46,311059.5,sgKFByRlhKpEpxIwBcCtcfKzmqErXnwCjfQzDDfGvBw,Product 42,INVALID,PAYPAL,0,2026-02-18 07:49:56.461235,2026-03-07 15:49:56.461235,NO DATA,,,TXN-42-66074,,
43,ORD-000043,52,167.17,8692.84,  kjAUZKrKJWhpfpivzfdqFhfTwnSBgTobqUFjjthbYNOTglClEkIt  ,Product 43,CANCELLED,CRYPTO,True,2025-11-28 07:49:56.461258,2025-12-05 01:49:56.461258,,Internal 43,0.43,TXN-43-99033,1409.0,3.0
44,ORD-000044,39,3862.8,150649.2,GwanBwoNMEsxyJHTmJDHjzmvPrjuYtrSoOuiPUBGwpoPtnSKiUPYWuMJrDLLvOUEVNikWOuWhfziyIXYN,Product 44,CANCELLED,BANK,1,2025-10-30 07:49:56.461283,2025-11-08 08:49:56.461283,NO DATA,Internal 44,0.1643,TXN-44-66251,32.0,
45,ORD-000045,53,3924.18,207981.54,MhDFmGVCIwslYeuPIKemAlgdKPOXoGRYVbVuolggpPFpOvrohESiSpNkRFyNFQHplRnSeJjvWMEev bKDllffuiPEgPnFMbNkmZlWwzQY,Product 45,SHIPPED,CARD,1,2026-02-22 07:49:56.461306,2026-03-18 07:49:56.461306,null,Internal 45,,TXN-45-18136,10.0,4.0
46,ORD-000046,28,189.45,5304.6,WevZELJebSIWVcCSwwgW NdGcpgSkANrDV lkwKDJzXFkCdrzTUPgUPfKXR qyTiXDIpg,Product 46,CANCELLED,CRYPTO,N,2025-10-15 07:49:56.461325,2025-10-28 19:49:56.461325,,Internal 46,0.0375,TXN-46-89635,28.0,4.0
47,ORD-000047,66,1843.14,121647.24,pwGmPeWAGf gEpnisUemWlcFwJuvnsirOAqdhtzQXyCLoBWwGA F bf LsxXWltAUTjHeivOttnUzJeTIoSaRAYwjcLxQUaHRvFJ Q,Product 47,NEW,CRYPTO,False,2025-06-16 07:49:56.461348,2025-06-22 07:49:56.461348,,Internal 47,0.0961,TXN-47-24591,16.0,3.0
48,ORD-000048,85,807.53,68640.05,hhjiaorik FpaeMDxQmVfgnJRYqqPxhOCgRPxgLJYDcOBbXadVfpTXmerOPBWXn,Product 48,DELIVERED,CRYPTO,0,2025-10-21 07:49:56.461367,2025-11-17 02:49:56.461367,,,,TXN-48-94090,66.0,
49,ORD-000049,79,1117.14,88254.06,ls DLb yFghlJMMnWmMFaRDYWPFqOCoENSFwHKtiGCadcrymOtVeqxelJdFDhlbozvGHSppPAWrUaojNVjpabeLqMsXvfCqoYXuSDui,Product 49,INVALID,PAYPAL,0,2026-02-14 07:49:56.461389,2026-02-24 11:49:56.461389,Note 49,,0.0722,TXN-49-54294,87.0,5.0
50,ORD-000050,111,3200.54,134422.68,BloWh...,Product 50,LOST,BANK,True,2025-08-15 07:49:56.461408,2025-08-19 08:49:56.461408,NO DATA,,,TXN-50-41373,83.0,2.0
51,ORD-000051,1,291.62,291.62,jEsfhStMoA,Product 51,INVALID,PAYPAL,1,2025-05-14 07:49:56.461430,2025-05-27 11:49:56.461430,,Internal 51,0.3108,TXN-51-28694,30.0,1.0
52,ORD-000052,50,3254.8,162740.0,yPOptxpmaNGYsJLfexAZLssIIOdbEDRIzcJQHinJuHKxuRHkniKgsiUuHMItlAeSGkcXmROnNDKULdhxFHTulZOCnADQAsd VWhePJbusLujxQlVdhjoXlQnYtuX,Product 52,DELIVERED,CRYPTO,0,2025-11-04 07:49:56.461458,2025-11-26 20:49:56.461458,-,Internal 52,0.0799,TXN-52-46527,74.0,3.0
53,ORD-000053,16,109.38,1750.08,HqYEZwuXThJTONULjYNLGElKohgfxPtahkVy KTJLpsAEThgBLcbmGhpDSYYPkIUKXLodWzOxuvlhTZBkf URbYcVJpWgROUk lTJuYBXKGAN,Product 53,NEW,BANK,maybe,2026-03-13 07:49:56.461481,2026-03-27 14:49:56.461481,NO DATA,Internal 53,0.1,TXN-53-66998,77.0,2.0
54,ORD-000054,15,4335.57,65033.55,ntTWXtRZUeVpfsVLVICcYMEOMpHddmsuAelrBIoIzy,Product 54,SHIPPED,CARD,False,2026-02-24 07:49:56.461503,2026-03-22 22:49:56.461503,NO DATA,,,TXN-54-62863,67.0,3.0
55,ORD-000055,161,550.84,31948.72,DbYGiyWfVBDLzfetXwQZfEySxELkkvzcrbZCtnIdsrLCnY EFOiivhyPzDdrRXwzUaUkiBkVyzuFQlqHQLigBXwZaCRXaWWgMayRDLizzyNOgOpqKzAuaFaW,Product 55,PROCESSING,CARD,True,2026-01-04 07:49:56.461526,2026-01-16 04:49:56.461526,,,0.1451,TXN-55-38391,87.0,1.0
56,ORD-000056,97,3095.6,300273.2,VXJEztLxOvypGMuTkPaGtiRohJKtPHYjSEOmHabKzmcgAHgWrNfdLWwbbvDMJSWFTWkqALsVFfEzenmVAvHTJmiUe AhIwhBqCnVV AgaQKMIbucqNPqFDrlhUvIMUKkmVSWuLSkaWdbcRFdxgaXTCcB mLorUFjKGmWLHweOuCIBQhhHBs OqyKnya,Product 56,SHIPPED,BANK,True,2026-01-31 07:49:56.461560,2026-02-01 20:49:56.461560,N/A,,0.3708,TXN-56-11096,79.0,4.0
57,ORD-000057,26,3023.7,78616.2,AZfEgqJGzvTIOfRwKfAvVICYvmCWJbMvPHyvFjwxSBEKxvY rjWFVCGyEmqChszywZSubSWtNbbdLXgxVPrDjdRFYsvQCxISqwcIPaFnFHBxSAH HIPFafUsaIuHAjNbJFhjmkGRHaicPAkXRPVIwnQxmYMpbQAPeIo,Product 57,DELIVERED,PAYPAL,0,2025-04-04 07:49:56.461588,2025-04-25 10:49:56.461588,N/A,,0.2714,TXN-57-74611,27.0,3.0
58,ORD-000058,33,4698.78,155059.74,nMoIVZJwXBJUAPDTJXIYHTSlZRBmbJytyWVpiUvQDIIpUM KTbbMqQtMFCviR,Product 58,NEW,CRYPTO,False,2025-10-25 07:49:56.461607,2025-11-01 15:49:56.461607,Note 58,,0.3485,TXN-58-68567,30.0,
59,ORD-000059,19,4222.84,80233.96,qHWJZaDbwr fchKa bjDqsUhyoKJmlATOjQMfhIEoUvjyoDSujJfctlkLspYnOZQRHEreJWssOlybOhjSwkxu heqzZMONOnfNbngZIuaGdEeSmPmGrdNXqbrGFhRWLwmQYYlPRCDYqsXIIdtRvtThjMfnyO,Product 59,DELIVERED,CRYPTO,UNKNOWN,2025-12-13 07:49:56.461634,2026-01-08 03:49:56.461634,null,,,TXN-59-53415,38.0,5.0
60,ORD-000060,67,4254.35,285041.45,InUtWecIi zgIqvKgJygVYQWlifwKecAmGiFnEerlyPgbhBxaIsFGMtk,Product 60,SHIPPED,PAYPAL,1,2026-02-19 07:49:56.461655,2026-02-19 17:49:56.461655,Note 60,,,TXN-60-94698,49.0,
61,ORD-000061,32,2802.75,89688.0,GVNqscFAxvmPoGMkvKKpdLhPCfemDhjcNfmtfqhfCCtmbDkMUJBMHlSmDJeXznuaNFqzzcbgnMPZWywotQQJSqjyCefPNGQqntGhurRFyAmxKgOAwhwEvhvRWxlbtkfCTzp ihKXOpudpuuAklp,Product 61,INVALID,CARD,0,2025-08-16 07:49:56.461681,2025-08-20 10:49:56.461681,NO DATA,Internal 61,,TXN-61-97941,1754.0,3.0
62,ORD-000062,54,1036.84,55989.36,nbnqCDFVXlDPmbCzFHvmSOEjYPLYgIzdrldWcNKEexgizBbCxE vcRrxGPMISzpGHdiUfgoTP sNDCfXZwAHKYLvm keFZtsRNNfFGlWAeSlTLI,Product 62,CANCELLED,CARD,0,2025-06-19 07:49:56.461707,2025-06-26 09:49:56.461707,NO DATA,,,TXN-62-37155,83.0,1.0
63,ORD-000063,55,4955.55,272555.25,jKjuQKwgSeGBobSqFczispBrlKVRmFFOgzoMFiWPVfQdFNrUdN YnAwjXR LvbKuEnnRMDqeuPFaOyvJrYcFKqUEyHWb G,Product 63,PROCESSING,CARD,0,2025-07-13 07:49:56.461728,2025-08-09 10:49:56.461728,Note 63,,0.4729,TXN-63-22182,54.0,4.0
64,ORD-000064,9,4386.85,39481.65,ZyXxzhzlpaWqIIMYeGUSmQvWjmqVeCIqopZUoJJioQNaFxsVeJBIZwoGEfAk,Product 64,CANCELLED,CARD,False,2025-07-21 07:49:56.461748,2025-07-22 22:49:56.461748,N/A,Internal 64,0.0671,TXN-64-52570,12.0,
65,ORD-000065,8,2543.35,20346.8,  ueVPbkuGjE bYmuuEXwjismuEedRPkJSQPqoHhawjNokQJCmml  ,Product 65,SHIPPED,CARD,N,2025-06-21 07:49:56.461766,2025-07-07 13:49:56.461766,-,Internal 65,0.3,TXN-65-57444,1180.0,2.0
66,ORD-000066,152,1649.52,117115.92,xkRbTiODVB,Product 66,CANCELLED,PAYPAL,Y,2025-10-29 07:49:56.461786,2025-11-18 18:49:56.461786,Note 66,,0.2135,TXN-66-89305,55.0,3.0
67,ORD-000067,43,224.96,9673.28,gDkbFFoDYlopMIJBwxCEyvfLTbTTEenxebOQnYLYfuRwMarCAYKuJnVKkKZtV ErU oOarvTEYzqhLVVQxyLFVQgYSrZKmrLzNOUp dvOBpmNTUJkBlMeOThDu,Product 67,SHIPPED,CARD,Y,2025-04-19 07:49:56.461814,2025-04-28 04:49:56.461814,,Internal 67,0.2519,TXN-67-58348,19.0,
68,ORD-000068,183,2621.38,117962.1,zVuvckwnKlFvPuNmfdZktKeLNcUSUpTyUjvhmuCKBVDUzAPZTGKIXSLhskNPUUZPzyDoohYzyeFspeNOIlGdbMEobvvMhNMsBYrItsjkJXwbKWOTbyTEednq JReFOAFvqeDKqlYPowqqxWBOvzaMMvJTSDhGNLtsFtBGoimmMEjwpaozmCjinsleubzxmDSnMAiyTR,Product 68,PENDING,BANK,1,2025-05-11 07:49:56.461844,2025-05-22 11:49:56.461844,N/A,,,TXN-68-98106,22.0,
69,ORD-000069,69,4578.97,315948.93,LTvXTzfektAjhBkVZOCelGBCHKzFsGGQBLJZWZDttBVTtsGlkTFqOEDLcckCRTkgGRqiKUENmOcFWjBiVp pvkeUskcdlkQpxCJfc NtDJqyNLmQrUgDZFfvGVoiwKXWQbZWN uGaVVTMHinQgCwAgKHAXvIuGPYbkoEXeasmJHWYsghHck,Product 69,PROCESSING,CARD,True,2025-04-21 07:49:56.461879,2025-05-19 11:49:56.461879,-,Internal 69,0.3078,TXN-69-26884,33.0,2.0
70,ORD-000070,16,724.6,11593.6,erVRr UQbXWYvQcDjXjaPSUnYvZZcEneAMAxZnbVrSwhBAABMuw ZHmkIcIUhFU QUDaoSoNVeEaAkgMn F rniMpdLgyD,Product 70,NEW,PAYPAL,False,2025-10-11 07:49:56.461902,2025-10-30 02:49:56.461902,,,0.4414,TXN-70-63587,61.0,2.0
71,ORD-000071,73,1657.57,121002.61,gMAQnBBRCOSrKhVtJJJUiWLVOflnlxBsCpXwWHAGvrDzoorEreskXrsPrHWLz,Product 71,CANCELLED,CRYPTO,1,2026-02-01 07:49:56.461922,2026-03-02 13:49:56.461922,,Internal 71,0.1929,TXN-71-30511,55.0,4.0
