id,order_id,quantity,price_usd,subtotal,product_name,description,status,payment_method,is_premium,created_at,updated_at,customer_notes,internal_notes,discount_rate,transaction_hash,customer_id,warehouse_id
11,ORD-000011,94,4082.96,383798.24,nTfagMYtMNmTDHlCJpmTJZnmNWLyGMQnNomkfoXmKSJUnRIzjyWKpWsnhSDrkGOXaYvEhffTyepUkqMpvisIWSClCDrlurDOwReb zKYtUhFxBWmKuTfBXadbmxExUjdFUYSh,Product 11,SHIPPED,BANK,False,2025-12-19 15:08:46.637706,2026-01-11 02:08:46.637706,-,,0.3986,TXN-11-24710,29,4.0
12,ORD-000012,66,3010.64,198702.24,gKnXDGwXFyNdeVhGqbyJrvQeVuFAdyMqVOEBIyr  oIJaMxuTqqLGmXMymrXxNwEcoREMnXN xsrZNbwFZYpsInldufaXAQYoYmvUGLqJlveGFjzYmKHaHfVRngbbOSQNamZtvAbhwybsDRyhMV,Product 12,PROCESSING,PAYPAL,0,2025-03-28 15:08:46.637731,2025-04-18 18:08:46.637731,NO DATA,Internal 12,0.3327,TXN-12-82333,16,1.0
13,ORD-000013,33,1366.38,45090.54,vJlZdUdDwHpjGaTkhuNbcZeTiAfDZPZoXSRatTJzpzUCwYIERWgnKZImVvLHci YgHObmZxNVpOZgTAimZOZWTeMPhPAFaSt,Product 13,SHIPPED,PAYPAL,1,2026-01-08 15:08:46.637750,2026-02-07 06:08:46.637750,NO DATA,,0.4293,TXN-13-62094,61,5.0
14,ORD-000014,12,2279.95,27359.4,xXRuLRbFLzVoOdClSFcQlBcBijYNIPhDZMibAUzfHrhSjvyfGKoVwHALrwCWUTHKhzLUfstb wXfJfrgDRUqORxdkZzANBOxKjnvBLgi SjXuDSVfKUPMZKzNdlzfgoNTdFTeWGAjzPywYoNNmvKLqP km ykkrPjNiqHdUzq,Product 14,SHIPPED,PAYPAL,True,2026-01-11 15:08:46.637774,2026-02-05 18:08:46.637774,Note 14,,0.2065,TXN-14-90034,74,4.0
15,ORD-000015,74,675.82,50010.68,EvQLkmmgWhpprdduQENMQkdGnvjOSKqnVThivFesKTzeNzVQtYY DuWXRExrBcKgaeQIILqtIjSjJrZOaFPqvgFrEbCuNDCSFFygcJjtEcMqczKscAmZVSxYqX,Product 15,PROCESSING,BANK,1,2025-09-04 15:08:46.637795,2025-09-29 03:08:46.637795,NO DATA,Internal 15,0.2097,TXN-15-37972,32,3.0
16,ORD-000016,21,2923.11,61385.31,zDEpgGsXMMXRUXYdLopdiEDwDxeBRIzikdDeDcOLIvRDihbLBbsRdV VmfYsdGJkpZS,Product 16,DELIVERED,PAYPAL,False,2025-04-24 15:08:46.637813,2025-05-08 17:08:46.637813,,Internal 16,0.187,TXN-16-41951,91,2.0
17,ORD-000017,53,3049.12,161603.36,NkRhyXXyD,Product 17,CANCELLED,BANK,0,2026-02-27 15:08:46.637826,2026-03-05 18:08:46.637826,-,Internal 17,0.1754,TXN-17-86339,3,
18,ORD-000018,29,3031.67,87918.43,WpdVEzGKcWMGPdvYhhcTmfa qFXLDXyAenNPYkhZZiJZVNqazvrJDPrumTAssLzpT eCRRwcCjAmZMWbeNHIGqJdnbLkeWcPDPWGxrPWBVocL uAY mzK,Product 18,NEW,CARD,0,2025-11-09 15:08:46.637845,2025-11-24 04:08:46.637845,null,Internal 18,0.4863,TXN-18-17596,41,1.0
19,ORD-000019,59,4078.0,240602.0,QdDwzRAQpTRjhFnaWHg,Product 19,SHIPPED,BANK,True,2025-11-29 15:08:46.637858,2025-12-28 04:08:46.637858,-,,,TXN-19-19087,32,1.0
20,ORD-000020,35,1090.33,38161.55,qaUHrdlFBZpFmGZNOClgYhklDCIedOvOnZUraRVAwFtSOQPLeLYWoMsdPDRUSVwiyMmbyDz yWzQfphPUGkymTurIk,Product 20,CANCELLED,CRYPTO,N,2025-06-07 15:08:46.637878,2025-06-29 17:08:46.637878,Note 20,Internal 20,0.3985,TXN-20-96165,84,
21,ORD-000021,42,4547.31,190987.02,uNhpaLRyf,Product 21,NEW,CARD,Y,2025-12-07 15:08:46.637890,2025-12-15 11:08:46.637890,,,,TXN-21-24125,87,
22,ORD-000022,4,601.95,2407.8,aUlalVvmq,Product 22,NEW,BANK,True,2026-01-21 15:08:46.637902,2026-02-10 00:08:46.637902,Note 22,,0.4339,TXN-22-17349,30,1.0
23,ORD-000023,43,1433.48,61639.64,nvYKpsFHhXyPgllVRmBwRtTtDtfwHzsAxLWWXRTLurmmDuYIxBXSun CoHzSBsu WhCDKJZyZzWghlLYAUhgofulzsUJJcEuPWhnmJlMXCkxkg aOYSsyEWSPUeCshOLVYEPm CLaiCTufmIWidjjQFmPYba sQlbkxhfvtuKzTlBzzfSN,Product 23,DELIVERED,CARD,True,2026-02-09 15:08:46.637927,2026-03-07 21:08:46.637927,null,Internal 23,0.0848,TXN-23-27344,4,5.0
24,ORD-000024,2,3786.88,7573.76,pKwgYCIzco ggMCKSgmzUXwMPAVfTTtNTAPaoYBBgRFfHQveZHyvdcNRxuipbYeqdl,Product 24,NEW,PAYPAL,1,2025-05-11 15:08:46.637943,2025-05-22 00:08:46.637943,,Internal 24,0.267,TXN-24-46765,52,2.0
25,ORD-000025,80,3774.61,301968.8,zOOqqMoSBAbxirAYWAzPOfYeMpNcWFwjJeBxkKcqItvBwuzC SHxzyVRNepXuIEfyCZcWgfUXmOMSKMVk QugSbRRnmEesrlmUdjgByHOnNVmfq PIcMrRtocnyUushkCaO dKrAHIGiuOGaanyknzKOuZLMLqoRzyYtfpEpAGXKkIpBzxXwzpAJUNrWVOTVRyR,Product 25,NEW,CARD,0,2025-10-08 15:08:46.637969,2025-10-13 08:08:46.637969,N/A,,0.1191,TXN-25-66351,31,3.0
26,ORD-000026,83,4299.7,356875.1,xgNKPHughWvvBFkOzpj,Product 26,CANCELLED,BANK,1,2025-07-06 15:08:46.637981,2025-07-09 13:08:46.637981,Note 26,,0.3537,TXN-26-28456,58,3.0
27,ORD-000027,24,4771.03,114504.72,fMCFURPOVssmvTTxuPRRFxtjLviEtBlVsZtuQCOwbLfEpnsAGKLbTH Fp iSHUdczERueZoOoghhHIMmW,Product 27,DELIVERED,PAYPAL,N,2026-03-13 15:08:46.637999,2026-03-30 12:08:46.637999,,Internal 27,0.0602,TXN-27-74976,33,4.0
28,ORD-000028,97,2174.4,210916.8,TIqrGrRYBbIvtBdoNpPdcJarCaYehqsAclqcDXZm KNOvGMvZyUoEFNsziGzt rUbYYLzktKmPCSLgunGwMmRYLRVPzLX,Product 28,NEW,CARD,True,2025-12-02 15:08:46.638017,2025-12-29 07:08:46.638017,-,Internal 28,,TXN-28-42185,72,3.0
29,ORD-000029,100,4885.35,488535.0,uXbGHYJCzyIsunKwrNCOWlSgpnSJdAujwyrhlhju VIvJAsSSXAXoJIGTamInmQ,Product 29,DELIVERED,BANK,Y,2025-05-17 15:08:46.638034,2025-06-10 00:08:46.638034,,,0.3409,TXN-29-58093,73,4.0
30,ORD-000030,100,4989.21,498921.0,uQxouBH Sss xpymvrPwxIWFPXA,Product 30,SHIPPED,BANK,Y,2026-03-03 15:08:46.638047,2026-03-07 14:08:46.638047,NO DATA,Internal 30,,TXN-30-88212,32,5.0
31,ORD-000031,18,1615.4,29077.2,XYNd zJjObyvhUOToYLNlTJHqHLLtNLZYzMdueIytaZ gHOVSe fqanzJJDZtkAMZdQTiytnDACFE,Product 31,SHIPPED,CARD,N,2025-06-03 15:08:46.638063,2025-06-29 11:08:46.638063,N/A,,0.4607,TXN-31-30155,21,5.0
32,ORD-000032,37,4252.06,157326.22,XrSDoYAAdtunojQesKZMTnIZyfmQikoENTNlLxdOlQWaMgeQykkBtBw MDBpRNMTTvOFPYWaeULXtAcfDqMWjMZXoXQvZmQt cRmMSoeKgWFMhKxmmQfkkhvCOLG WHN DFnAaGRFEHLcXNfSPthSd iK,Product 32,PROCESSING,CRYPTO,False,2025-10-02 15:08:46.638089,2025-10-23 16:08:46.638089,,,0.114,TXN-32-44268,61,
33,ORD-000033,27,4885.64,131912.28,hwPUSaXKZyoQizlFlIKXelEXHnhlXlZaawGjrCKGZp aKOGEpQLbRwwtwKTgSWGXTbrQfTXTxwfsOdfwksQEjlzfkkAgdlyDffXGtVlrAJwvs ruqxNscBkANpEuGXbwukafQGEIvVTm UvYyhjLtsQpYrJcfsRBDWHTTZcMNDXig,Product 33,PROCESSING,PAYPAL,False,2026-02-07 15:08:46.638113,2026-02-17 20:08:46.638113,,,0.4385,TXN-33-77444,55,2.0
34,ORD-000034,95,1644.41,156218.95,xLFdSkfPL dgtiNaWWzgLTMtSvYogfeQYuMSvvBOoYlTsHesxfIXCHQFTxkzaLPMIHPBaZyYRUUpZByZQIIFA HMQrsjJhww soviRpWMdX,Product 34,SHIPPED,CRYPTO,N,2025-12-28 15:08:46.638133,2026-01-23 17:08:46.638133,,,0.0401,TXN-34-89078,50,3.0
35,ORD-000035,61,2635.13,160742.93,rhRZgJFphJMceRWVHerbQEBQZWNnkzBnGsbAnImfzcbTrUEzGWwttXVZDNLxKI Xp f CufEqHwrcCXkWIKVJOUQEhNqRWjykGtaEmJhaPkVHjYSgIVRvgYxGFcWzcP xCuiwYZTJbxGDTzZQnGMlUURTElKMqeEdGynvfEuZkFjKSUlUSzvmNMBLmB,Product 35,SHIPPED,CARD,True,2025-08-22 15:08:46.638168,2025-09-20 08:08:46.638168,-,Internal 35,,TXN-35-25518,49,
36,ORD-000036,33,1955.03,64515.99,GTeyPbiXhAYm ladlXQkyoLSZJSVbgSlIoFfOUNLmAlFjFHuNkeLyTSunViIaCSdapvCQisRLuRWncAefYHPkeqiyuNFeRLSZzYvdLKNfQM xGoUoTLJKBgWtpgWsHcSYxIcpsstKTOa FamxMgbNrLRxfMscSPQgkBBaZS GvdENlEqPjueVRYIgrmlhbtkpU,Product 36,CANCELLED,CRYPTO,N,2025-06-03 15:08:46.638220,2025-06-14 03:08:46.638220,NO DATA,,0.1005,TXN-36-34261,88,5.0
37,ORD-000037,68,29.31,1993.08,gpQKqDQRuoaYXSNEHYSgQTqFZIwfYMzQMzF xywyqUuBpQkSujlI,Product 37,SHIPPED,CARD,Y,2025-04-19 15:08:46.638238,2025-05-03 11:08:46.638238,,Internal 37,0.0563,TXN-37-66994,12,4.0
38,ORD-000038,75,3733.28,279996.0,ipDAueRyPkLtxVoEHwRhToMvxMGwCnZVKNwBqtfekTiqJAbqYusBeGxLZyZfCbVMLTpiQFYHrfUhjpdYAhBZAryGEKhEtGVYgPQIItGAE,Product 38,CANCELLED,BANK,Y,2026-01-30 15:08:46.638258,2026-02-24 05:08:46.638258,null,Internal 38,0.2058,TXN-38-52495,48,4.0
39,ORD-000039,33,3318.65,109515.45,sBAyksWN,Product 39,NEW,PAYPAL,0,2025-10-14 15:08:46.638269,2025-11-02 16:08:46.638269,-,Internal 39,0.3363,TXN-39-19596,67,4.0
40,ORD-000040,89,3815.4,339570.6,jgVnPkAEyKoOCYhJKSOEuQVUKgqATbt GzbGRSaFAKvYLBocmGbjRxSQHMRTwqyMTEpnumsnUk QynoL uepgaRdmaGukOlbJoFtlefWkiMWHgzXDKFFtIgpFSgIwUytqYnXSHSMfSMUcGXuQNuIOnPGDKWQPk qbMnqaeEKivixItgdyr LEufBxXIZVyOKOmHABqR,Product 40,SHIPPED,CARD,False,2025-11-26 15:08:46.638295,2025-12-26 12:08:46.638295,null,,0.2487,TXN-40-13469,84,
41,ORD-000041,13,179.99,2339.87,hY fCobniFGuzMBvAmxAhuMXDhnVSQiMssFtpQzImmiUNbg,Product 41,NEW,CRYPTO,False,2025-05-08 15:08:46.638310,2025-05-24 14:08:46.638310,-,Internal 41,0.4979,TXN-41-26269,20,5.0
42,ORD-000042,93,4414.33,410532.69,EvihXvKEqkZBvmHZFdczErVDkgxKYjAZcFhbVDsDyYMKZLOlyBRjktPJRcjRV RCnjXPLgPxcB KVrJMYrJckMzV sliWwlynMUDAmXbTsWKvqdMiJUUTKylRmoCmmeydWkvoYyUJnXEdmYXxk IobzWYKVfhIgGbEtbgMuoArMQqguxcqDMpJdDcPpRRDCigpQpxZe,Product 42,DELIVERED,CARD,Y,2025-08-29 15:08:46.638341,2025-09-18 13:08:46.638341,,,0.021,TXN-42-12767,34,1.0
43,ORD-000043,38,3802.77,144505.26,PJMpwBMqOwqsnwcLVqkrNDRlKKlbUiEJXSGcvVw hJbxThjZOtIAehoofyb G,Product 43,NEW,CARD,True,2025-05-26 15:08:46.638359,2025-06-09 16:08:46.638359,,Internal 43,0.3622,TXN-43-86210,25,5.0
44,ORD-000044,92,2145.53,197388.76,xRiEgqHMXTASaAWtVlE,Product 44,SHIPPED,CRYPTO,False,2026-02-15 15:08:46.638372,2026-03-01 09:08:46.638372,Note 44,,0.3394,TXN-44-88776,26,4.0
45,ORD-000045,55,2273.09,125019.95,JDOo YdnrjbMzhBvteIRNSVMiAIgiJXqDi DNbmYPgDwyIJjKdRfTFnzBLLJqFSS,Product 45,PROCESSING,PAYPAL,1,2025-09-30 15:08:46.638387,2025-10-16 19:08:46.638387,-,,0.4286,TXN-45-65334,11,
46,ORD-000046,82,2846.08,233378.56,SzPoLiseGdwIThnMkbpLhzlujfsXNEykTWecGffpRMwuYbrKxyMyScvouVlekMPfntITKDWcOgiaVO,Product 46,PROCESSING,CARD,N,2025-07-17 15:08:46.638404,2025-07-29 02:08:46.638404,null,,0.4991,TXN-46-43995,3,2.0
47,ORD-000047,51,1810.42,92331.42,zMveejVoiWbmzGlWvdsEkHGUTwDBZOhoYejgrBLRZhNkk,Product 47,NEW,PAYPAL,False,2025-12-23 15:08:46.638418,2026-01-10 14:08:46.638418,,Internal 47,,TXN-47-39429,15,1.0
48,ORD-000048,85,721.6,61336.0,avQGuVKqNSKQPBULnkwPZRWdZxvfbQtZQCDJuVVySSAaiHUtGQPKWRJHJdsXogNuBYztbGTUbMgMxVj,Product 48,SHIPPED,CARD,False,2025-04-22 15:08:46.638443,2025-05-21 03:08:46.638443,NO DATA,Internal 48,,TXN-48-42814,14,1.0
49,ORD-000049,20,1193.92,23878.4,QslBwiNvFEoEpcegFYFQidfXxrewsoBXAnEATAOnMechFglhncUJkObWja,Product 49,NEW,CRYPTO,True,2025-11-20 15:08:46.638458,2025-11-22 00:08:46.638458,null,,0.1529,TXN-49-60442,89,1.0
50,ORD-000050,52,3581.88,186257.76,tKzmRqfB ivikZXNqegocNxl f pFbkWjUtqBmbIFhJdNyJXvaKWrgxShrxABCG yxySDFZthzDKANgtCUxAtoIOmCgHrxoUEESzTsFteaZxFWhjlPCQzRsIhrNALkltqAaMvJyk mEzowdHxXx glcpJqLBUeYa,Product 50,NEW,BANK,1,2025-04-05 15:08:46.638492,2025-04-11 13:08:46.638492,-,Internal 50,0.4685,TXN-50-50102,16,4.0
51,ORD-000051,61,2800.27,170816.47,LJvgGkbYml,Product 51,DELIVERED,PAYPAL,False,2025-07-26 15:08:46.638519,2025-08-03 16:08:46.638519,,Internal 51,0.12,TXN-51-46908,65,2.0
52,ORD-000052,25,2534.44,63361.0,frvvynGuhnovDWYuDaIHKZNbJ vPkAbD,Product 52,PROCESSING,BANK,N,2025-11-25 15:08:46.638554,2025-12-09 00:08:46.638554,,Internal 52,0.139,TXN-52-79536,25,2.0
53,ORD-000053,59,4710.22,277902.98,fQkZKrBdPEFTkvTusJrmonILZhzpVJXzCvRGzTpvaCXPkvDEZwgDQuZrJShILqogbQxAkRRYfQcARfM pRskzXdi RGYfcrocWUrfNTCXFwFnzVBRjEjbswgxoPGblzFLKZLQeQgxVMqTqPsRcYbA,Product 53,NEW,CRYPTO,True,2025-06-24 15:08:46.638609,2025-07-03 17:08:46.638609,NO DATA,,0.1567,TXN-53-85827,98,5.0
54,ORD-000054,78,2456.35,191595.3,eQWFnbiOCQ JQlTRVxRcXjrPeDRpxryfBlGGcsFaBRnwsWtVuaWbPHBSrBvgQYBFsqgKjfzNsIl VEbknLOfAkBdbCxDPiQMXSLpsqlgjYfPSpWQimHYSrrLawx PRhl GCLNPApR MDtro ySCQYVyandB,Product 54,SHIPPED,BANK,Y,2026-01-30 15:08:46.638663,2026-02-08 23:08:46.638663,NO DATA,,0.329,TXN-54-22852,69,
55,ORD-000055,42,374.13,15713.46,WCmiRAXKPYPs wUsHnkbXqihcyBUaTeoRsDqRBjcGOiDExUnBGfVACfreMzqWPrmDzyeyOSByBtQhRvl NcFMTXQxIBBOVNOfeZR hrWT,Product 55,NEW,PAYPAL,True,2025-07-18 15:08:46.638708,2025-08-03 10:08:46.638708,NO DATA,,0.1935,TXN-55-98318,55,
56,ORD-000056,51,2369.18,120828.18,ROpkenPqqfcXQdCPBVwSecbRwuMIyCKUbDDCOkmrTflaIcWjFqKkIfehvGoWuEqBfHgUCfaHKEWEmyv LoKTsRTrKvpfCsyrWiyqiDqH UqGwIOeRolRPzNTjUIBsjrFegUhqcaTFwtbuBvuwdzmVnTPsNLNlvXsgTPSWMbNjftWlTqhowupjOFStpFc,Product 56,NEW,CARD,N,2026-01-19 15:08:46.638741,2026-02-13 05:08:46.638741,NO DATA,,,TXN-56-24433,17,2.0
57,ORD-000057,22,1086.66,23906.52,msNEvryfmOEnxkshGbffbWBbbRxuYVsoVTxBYQIlTanedwdyK LZwINVOCdnaesEsWIcLkdjEYLIcvjhwmFWepCDAwvHTenthdVpljjULoHNZndCmjZxtoTOZCayFlGalhJNRehmwDKzN R,Product 57,DELIVERED,PAYPAL,1,2025-12-02 15:08:46.638767,2025-12-22 12:08:46.638767,Note 57,Internal 57,0.2367,TXN-57-32136,39,5.0
58,ORD-000058,52,2936.98,152722.96,jMqHZ oLhIhbtqjTDBRNtpYeCMWIfRtCeZBNfIqHfbnWNGqlkykBSXTebJJamGtMwGY FAmdSaKjnvwXtqjbMYXsXy KizbTFXrvQmMaHAfzsVwBqFOKyCpOGgiMQKGeoHprKa nQstj CDziJAnjPGHINFXbfMvuIrgjMytDYimKdbfhjJuZhKQEJVbk,Product 58,PROCESSING,PAYPAL,False,2025-12-31 15:08:46.638796,2026-01-19 09:08:46.638796,NO DATA,Internal 58,0.1004,TXN-58-51569,47,3.0
59,ORD-000059,25,3104.29,77607.25,mFljwZWZvitCfwTQohJKjHcqBIBrq wYWHJNzBMHxLVDyitHrIdBfVFXYJJWsjnpi TeZatwunEELnarzh,Product 59,DELIVERED,CARD,1,2025-06-30 15:08:46.638815,2025-07-28 14:08:46.638815,null,Internal 59,0.42,TXN-59-83747,88,4.0
60,ORD-000060,87,2683.12,233431.44,ecCiVpWnEarfKYprPzBTKGgeKanWAsrgRiOjQbHLSHYTXwEnYMuoImZOkdUwZZPHVXagKspdJWSpJziokWVHkHxlPhWYsxOIGsuPCDmFPIEVjPdwkbIAREyfThXIIJFsOmOGFvQG kdPCT,Product 60,CANCELLED,PAYPAL,0,2026-03-10 15:08:46.638838,2026-03-30 15:08:46.638838,null,Internal 60,,TXN-60-22772,99,3.0
61,ORD-000061,5,487.89,2439.45,bCVMislajCjwkhwvOPQZUzZuHyIMqagBHLyy,Product 61,CANCELLED,CARD,Y,2025-12-23 15:08:46.638854,2026-01-10 15:08:46.638854,,Internal 61,0.0135,TXN-61-31470,14,4.0
62,ORD-000062,2,2293.01,4586.02,rogfcKtxMyZJQvIAKgvZWkxqKbnSLIUsVrYoYaDkRUSPOORecCEptRp,Product 62,NEW,CRYPTO,N,2025-10-02 15:08:46.638870,2025-10-02 21:08:46.638870,Note 62,Internal 62,0.0657,TXN-62-16889,36,5.0
63,ORD-000063,82,4826.43,395767.26,kayf CejIVZWhKdgfISDqjB MUQffesnLHWFnRiabkLCfBInCYYzbQJUXPW VTvYwrsHDesVQnGXTIRaQaSaogMbG UH mhhlCmADLOEHDgmvwVfjhWTWIdrShFjtjHS K ACyQ LCjG QHCCvGkTtzdHxnFQuaFKoSTNwGnDliwrsHZRqXxKlIDzcrgvhFgglHFDC,Product 63,SHIPPED,PAYPAL,False,2025-05-26 15:08:46.638897,2025-05-31 10:08:46.638897,,Internal 63,0.0445,TXN-63-15508,27,2.0
64,ORD-000064,41,1497.37,61392.17,qOGbsMgVgsrtUYsEcvpIGMniKIQeKVIBLvvffxFzRYMtFyrdHzTEwufhDHNfHAeLDdVBdVOJaSxxhICKUkFLQYKoymrKcIwiz jekb,Product 64,PROCESSING,PAYPAL,True,2025-03-18 15:08:46.638916,2025-04-16 19:08:46.638916,,,0.4255,TXN-64-43332,52,4.0
65,ORD-000065,71,1335.84,94844.64,UurJHeoholhwmnWytOfdXtVDgWLkgRJnTFjeTQmJjtzagkccTgBLTgeLYjVuWbIHLUOVnQqgiDMcpHKHZtyDJzmMyN ,Product 65,CANCELLED,CARD,N,2025-08-03 15:08:46.638934,2025-08-17 21:08:46.638934,NO DATA,,0.0323,TXN-65-33106,21,
66,ORD-000066,79,629.35,49718.65,kAKBWqoKBxJNVtUrOgnGQFoqctnbXoGDMHBDYegjXMlQoIRTMUav KKJCJxeBPxPfHHO VKOP iLIninDIaKcUKEaZVZblCfRxgQVIkyQUacIrjrtFDwNbibkvqPvERkfOqmrWhysACXjFEVeUrnQyteXsSfpx pjesOSHlxKucripgvCjcptU,Product 66,PROCESSING,PAYPAL,N,2025-08-02 15:08:46.638959,2025-08-13 09:08:46.638959,N/A,Internal 66,0.4142,TXN-66-67160,86,3.0
67,ORD-000067,55,4400.16,242008.8,HfvPnMSeAZsSlmGishutfm gTcZVYtiMSrRodJSNKNkziDAmBxsNWfgHNPMs jxePaQntUSLWlaVSRHKSHCrDovDVLAXpGliTRdjgWhzjhMwBxkQxjkzZhlJiHEhfVNseRvEpRGdScvronrjnyewOVYYIcCmRHFukuEuypzjSSS JOPcvTsNrLAxgqgrxuQcISqsHY,Product 67,PROCESSING,CARD,Y,2025-12-26 15:08:46.638985,2025-12-28 13:08:46.638985,-,,0.2018,TXN-67-20612,17,4.0
68,ORD-000068,18,3103.63,55865.34,xjokyJarjrhdbluBzBvwFbxTJAtDiX nujOKUWvkhzKiaqQNKaAvXyNHAXeSIM MdMDbskA qEpDV WFqXjheXrZCpSaLNJukgUfQdbRs,Product 68,CANCELLED,PAYPAL,False,2025-10-01 15:08:46.639005,2025-10-14 11:08:46.639005,Note 68,Internal 68,0.1221,TXN-68-36349,100,
69,ORD-000069,99,4078.64,403785.36,gRVUkIAFfpUdAdutFLGRytXjQnZjtyyXTjedhRrwsaLByLElgnJvufXvvyuEQyhlluRdJsVeFPQEBGKVuHuGXizeWIIzDdkkVAPAoSPhBQhBKJqXBFRlNXILyrbPhaSvoeFtbWwrhFFOPP,Product 69,NEW,BANK,Y,2025-04-30 15:08:46.639027,2025-05-25 07:08:46.639027,null,,0.3492,TXN-69-13599,28,3.0
70,ORD-000070,96,4387.95,421243.2,PFiDCwwDQmOKcGV BCpyz oJImsPeWAWhKrxtwchfwaahibIthYXoleKHuEoiuxoDgxXujqG eNhXdcwDXqDY WBARDtAtGxvOZeNTyKnAg ,Product 70,CANCELLED,PAYPAL,Y,2025-05-17 15:08:46.639048,2025-06-07 00:08:46.639048,NO DATA,Internal 70,0.0891,TXN-70-98900,91,3.0
71,ORD-000071,37,1267.22,46887.14,LZxtHpJJtmFtZiJPhKIPYfqT TWVbBmhQvYPeJzk YpCMDhQbMjksnVpdxEHEgrvctansugpbzUcvrTUEG jZBPTSnOCuwspTyDREvTiMQXEHUtaVPtNfXiKK WBOuXVrvDbZIPbluygzUAzxQbP ZVLdmhexpYtuwPEAkIowR RyQfYEht,Product 71,NEW,CRYPTO,False,2026-01-14 15:08:46.639076,2026-01-30 13:08:46.639076,null,,0.1733,TXN-71-71020,55,2.0
